firstName,initials,lastName,pubmed_affiliation,pubmed_institute,address
Ying-Han,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yiqun,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yue,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yong,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yang,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yuanyuan,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Yan-Ting,Y,Chen,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Sakshi,S,Shah,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Shivem,S,Shah,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xin,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xinran,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xiaole,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xinyue,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xiaozhuo,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xianan,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xuanyou,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xiao-Man,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xingchen,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
X Shirley,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Xiaoyu,X,Liu,"Department of Biology, Boston University, Boston, MA, 02215, USA.",Boston University,"24 Cummington Mall ROOM 606, Boston, MA 02215, USA"
Kerstin,K,Spirohn,"Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, 02115, USA.",Blavatnik Institute,"77 Avenue Louis Pasteur, Boston, MA 02115, USA"
Tong,T,Hao,"Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, 02115, USA.",Blavatnik Institute,"77 Avenue Louis Pasteur, Boston, MA 02115, USA"
Jeetain,J,Mittal,"Department of Otolaryngology, Hearing Research and Cochlear Implant Laboratory, University of Miami Miller School of Medicine, Miami, FL 33136, USA.",University of Miami Miller School of Medicine,"1600 NW 10th Ave #1140, Miami, FL 33136, USA"
Julia,J,Cooper,"School of Medicine, New York Medical College, Valhalla, NY 10595, USA.",New York Medical College,"40 Sunshine Cottage Rd, Valhalla, NY 10595, USA"
Jaimee,J,Cooper,"School of Medicine, New York Medical College, Valhalla, NY 10595, USA.",New York Medical College,"40 Sunshine Cottage Rd, Valhalla, NY 10595, USA"
John,J,Cooper,"School of Medicine, New York Medical College, Valhalla, NY 10595, USA.",New York Medical College,"40 Sunshine Cottage Rd, Valhalla, NY 10595, USA"
Fei,F,Li,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Alyan,A,Zafar,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Jingwen,J,Gu,"Department of Molecular and Cellular Pharmacology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"Miami, FL 33136, USA"
Jianying,J,Gu,"Department of Molecular and Cellular Pharmacology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"Miami, FL 33136, USA"
Jun,J,Gu,"Department of Molecular and Cellular Pharmacology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"Miami, FL 33136, USA"
Yan-Jin,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yugang,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yixiang,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yanbin,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yun,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yifan,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yu,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yi,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yue,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Yan,Y,Zhang,"Department of Biochemistry & Molecular Biology, Miller School of Medicine, University of Miami, Miami, FL 33136, USA.",University of Miami,"1011 NW 15th St, Miami, FL 33136, USA"
Vivian,V,Chen,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yichen,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yingjie,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yan,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
You,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yang,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yihong,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yantao,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yanran,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yuanyue,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yuping,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Yong,Y,Li,"Department of Biology, Stanford University, Stanford, United States.",Stanford University,"371 Jane Stanford Way, Stanford, CA 94305, USA"
Gavin,G,Sherlock,"Department of Genetics, Stanford University, Stanford, United States.",Stanford University,"291 Campus Drive, Stanford, CA 94305, USA"
Yifei,Y,Wu,"Department of Stomatology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430042, China.",Huazhong University of Science and Technology,"128 San Yang Lu, Jiang An Qu, Wu Han Shi, Hu Bei Sheng, China, 430014"
Yue,Y,Wu,"Department of Stomatology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430042, China.",Huazhong University of Science and Technology,"128 San Yang Lu, Jiang An Qu, Wu Han Shi, Hu Bei Sheng, China, 430014"
Yan,Y,Wu,"Department of Stomatology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430042, China.",Huazhong University of Science and Technology,"128 San Yang Lu, Jiang An Qu, Wu Han Shi, Hu Bei Sheng, China, 430014"
Tingting,T,Li,"Key Laboratory of Laboratory Medical Diagnostics, Ministry of Education, Chongqing Medical University, Chongqing 400016, China.",Chongqing Medical University,"J8G4+6JC, Feng Yu Lu, Sha Ping Ba Qu, Chong Qing Shi, China, 401334"
Tian-yi,T,Li,"Key Laboratory of Laboratory Medical Diagnostics, Ministry of Education, Chongqing Medical University, Chongqing 400016, China.",Chongqing Medical University,"J8G4+6JC, Feng Yu Lu, Sha Ping Ba Qu, Chong Qing Shi, China, 401334"
Tianhong,T,Li,"Key Laboratory of Laboratory Medical Diagnostics, Ministry of Education, Chongqing Medical University, Chongqing 400016, China.",Chongqing Medical University,"J8G4+6JC, Feng Yu Lu, Sha Ping Ba Qu, Chong Qing Shi, China, 401334"
Li,L,Zhang,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United States.",Cold Spring Harbor Laboratory,"1 Bungtown Rd, Cold Spring Harbor, NY 11724, USA"
Liangyu,L,Zhang,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United States.",Cold Spring Harbor Laboratory,"1 Bungtown Rd, Cold Spring Harbor, NY 11724, USA"
Liping,L,Zhang,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United States.",Cold Spring Harbor Laboratory,"1 Bungtown Rd, Cold Spring Harbor, NY 11724, USA"
Liyuan,L,Zhang,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United States.",Cold Spring Harbor Laboratory,"1 Bungtown Rd, Cold Spring Harbor, NY 11724, USA"
Audrey,A,Fahey,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United States.",Cold Spring Harbor Laboratory,"1 Bungtown Rd, Cold Spring Harbor, NY 11724, USA"
Michael,M,Xie,"Biology Department, Brookhaven National Laboratory, Upton, NY, United States.",Brookhaven National Laboratory,"98 Rochester St, Upton, NY 11973, USA"
Doreen,D,Ware,"USDA ARS NAA Robert W. Holley Center for Agriculture and Health, Agricultural Research Service, Ithaca, NY, United States.",Unparsed,"349, Roberts Hall, Ithaca, NY 14850, USA"
Evelyn,E,Fung,"Department of Comprehensive Dentistry, The University of Texas Health Science Center at San Antonio, 7703 Floyd Curl Dr., MSC 7914, San Antonio, TX 78229-3900, USA.",The University of Texas Health Science Center at San Antonio,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA"
Kyumin,K,Whang,"Department of Comprehensive Dentistry, The University of Texas Health Science Center at San Antonio, 7703 Floyd Curl Dr., MSC 7914, San Antonio, TX 78229-3900, USA. Electronic address: whang@uthscsa.edu.",The University of Texas Health Science Center at San Antonio,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA"
Shiqiong,S,Hu,"Key Laboratory of Horticultural Plant Biology (Ministry of Education), Hubei Hongshan Laboratory, Huazhong Agricultural University, Wuhan, China.",Huazhong Agricultural University,"China, Hu Bei Sheng, Wu Han Shi, Hong Shan Qu, 东二路GC78+8RJ 邮政编码: 430079"
Zheng,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Z,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Z. Lewis,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Ziwen,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhongchi,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zijuan,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhongle,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhenxing,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhen,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhuyun,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zonglin,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Chulhee,C,Kang,"Key Laboratory of Horticultural Plant Biology (Ministry of Education), Hubei Hongshan Laboratory, Huazhong Agricultural University, Wuhan, China. ckang@mail.hzau.edu.cn.",Huazhong Agricultural University,"China, Hu Bei Sheng, Wu Han Shi, Hong Shan Qu, 南湖路 邮政编码: 430070"
Yan-Jin,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yugang,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yixiang,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yanbin,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yun,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yifan,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yu,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yi,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yue,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Yan,Y,Zhang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Shiqiong,S,Hu,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Zheng,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Z,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Z. Lewis,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Ziwen,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhongchi,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zijuan,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhongle,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhenxing,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhen,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zhuyun,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Zonglin,Z,Liu,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.",University of Maryland,"1109 Microbiology Building, 4062 Campus Dr, College Park, MD 20742, USA"
Chulhee,C,Kang,"Hubei Hongshan Laboratory, Wuhan 430070, China.",Hubei Hongshan Laboratory,"58 Nan Hu Da Dao, Hong Shan Qu, Wu Han Shi, Hu Bei Sheng, China, 430070"
Liang,L,Fang,"Meinig School of Biomedical Engineering, Cornell University, Ithaca, New York 14853, United States.",Cornell University,"101, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
Sarah,S,Cai,"Meinig School of Biomedical Engineering, Cornell University, Ithaca, New York 14853, United States.",Cornell University,"101, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
Shujun,S,Cai,"Meinig School of Biomedical Engineering, Cornell University, Ithaca, New York 14853, United States.",Cornell University,"101, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
Patrick,P,McMullen,"Meinig School of Biomedical Engineering, Cornell University, Ithaca, New York 14853, United States.",Cornell University,"101, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
Shaoyi,S,Jiang,"Meinig School of Biomedical Engineering, Cornell University, Ithaca, New York 14853, United States.",Cornell University,"101, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
Isabelle,I,Roux,"Otolaryngology Branch, National Institute on Deafness and Other Communication Disorders (NIDCD), National Institutes of Health (NIH), Bethesda, MD, 20892, USA. Isabelle.roux@nih.gov.",National Institute on Deafness and Other Communication Disorders (NIDCD),"18111 Nordhoff St, Northridge, CA 91330, USA"
Cristina,C,Fenollar-Ferrer,"Laboratory of Molecular Genetics, NIDCD, NIH, Bethesda, MD, 20892, USA.",Laboratory of Molecular Genetics,"31 Center Dr, Bethesda, MD 20892, USA"
Susan,S,Brown,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Shiqiong,S,Hu,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Alan,A,Jones,"Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool L69 7ZB, UK.",University of Liverpool,"Liverpool L69 7BE, UK"
Wenyu,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Wei,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Wenpan,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Weihan,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Wenzhe,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Wentao,W,Li,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Jacob,J,Myers,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Harris,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Herui,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Huanzhong,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Hong-Gang,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Huan,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Hao,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Hengbin,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Huanchen,H,Wang,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Susanne,S,Warrenfeltz,"University of Georgia, Athens, GA 30602, USA.",University of Georgia,"University of Georgia Chapel, Herty Dr, Athens, GA 30602, USA"
Jing,J,Zheng,"University of Pennsylvania, Philadelphia, PA 19104, USA.",University of Pennsylvania,"Philadelphia, PA 19104, USA"
Sukhbir,S,Kaur,"Departament of Anatomy and Cell Biology, McGill University 3640 Rue University, Montréal, QC, Canada.",McGill University 3640 Rue University,"3640 Rue University, Montréal, QC H3A 0C7, Canada"
Daniel,D,Wrapp,"Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA.",The University of Texas at Austin,"Norman Hackerman Building, 100 E 24th St #2.606, Austin, TX 78712, USA"
Catalina,C,Florez,"Department of Chemistry and Life Science, United States Military Academy at West Point, West Point, New York, USA.",United States Military Academy at West Point,"606 Thayer Rd, West Point, NY 10996, USA"
Daniel,D,Wrapp,"Department of Molecular Biosciences, The University of Texas at Austingrid.89336.37, Austin, Texas, USA.",The University of Texas at Austingrid.89336.37,"Norman Hackerman Building, 100 E 24th St #2.606, Austin, TX 78712, USA"
Nian,N,Wang,"Department of Molecular Biosciences, The University of Texas at Austingrid.89336.37, Austin, Texas, USA.",The University of Texas at Austingrid.89336.37,"Norman Hackerman Building, 100 E 24th St #2.606, Austin, TX 78712, USA"
Ning,N,Wang,"Department of Molecular Biosciences, The University of Texas at Austingrid.89336.37, Austin, Texas, USA.",The University of Texas at Austingrid.89336.37,"Norman Hackerman Building, 100 E 24th St #2.606, Austin, TX 78712, USA"
Nan-Kai,N,Wang,"Department of Molecular Biosciences, The University of Texas at Austingrid.89336.37, Austin, Texas, USA.",The University of Texas at Austingrid.89336.37,"Norman Hackerman Building, 100 E 24th St #2.606, Austin, TX 78712, USA"
Kartik,K,Chandran,"Department of Microbiology and Immunology, Albert Einstein College of Medicine, New York, New York, USA.",Albert Einstein College of Medicine,"1300 York Ave, New York, NY 10065, USA"
Michelle,M,Momany,"Fungal Biology Group and Plant Biology Department, University of Georgia, Athens, GA, United States.",University of Georgia,"University of Georgia, 120 Carlton St, Athens, GA 30602, USA"
Benjamen,B,Montpetit,"Department of Viticulture and Enology, University of California Davis, Davis, CA, USA.",University of California Davis,"595 Hilgard Ln, Davis, CA 95616, USA"
Rafal,R,Piwowarczyk,"Laboratory of Protein and Nucleic Acid Chemistry, The Rockefeller University, New York, New York, USA.",The Rockefeller University,"1230 York Ave, New York, NY 10065, USA"
Sebastian,S,Klinge,"Laboratory of Protein and Nucleic Acid Chemistry, The Rockefeller University, New York, New York, USA. klinge@rockefeller.edu.",The Rockefeller University,"430 E 67th St, New York, NY 10065, USA"
Shelly,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Steven,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Suitu,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Shaochi,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Shuishu,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Simon,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Sining,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Shumei,S,Wang,"Department of Materials Science and Engineering, Texas A&M University, College Station, TX, 77840, USA.",Texas A&M University,"Reed-McDonald Bldg, 575 Ross St, College Station, TX 77840, USA"
Seah,S,Lim,"Department of Mechanical & Aerospace Engineering, University of California, Los Angeles, CA, 90095, USA.",University of California,"420 Westwood Plaza, Los Angeles, CA 90095, USA"
Alexander,A,Angerhofer,"Department of Chemistry, University of Florida, Gainesville, Florida, USA. Electronic address: alex@chem.ufl.edu.",University of Florida,"Leigh Hall, Gainesville, FL 32603, USA"
